Airline,Date_of_Journey,Source,Destination,Route,Stop 1,Stop 2,Stop 3,Stop 4,Dep_Time,Arrival_Details,Arrival_Date,Arrival_Time,No_of_Days,Duration_hour,Duration_minute,Total_Stops,Additional_Info,Price,Price_Bucket
IndiGo,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:45,21:00,21-03-2019,9:00 PM,0,10,15,1,No info,6838,LOW
Air India,12-05-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,12:00,13-05-2019 13:15,13-5-2019,1:15 PM,1,25,15,1,No info,6612,LOW
Air India,09-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:20,16:10,09-03-2019,4:10 PM,0,2,50,0,No info,8851,LOW
Vistara,06-03-2019,Mumbai,Hyderabad,BOM?DEL?HYD,DEL,NoSTOP,NoSTOP,NoSTOP,8:45,19:55,06-03-2019,7:55 PM,0,11,10,1,No info,12395,MEDIUM
Air Asia,24-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,4:55,7:45,24-06-2019,7:45 AM,0,2,50,0,No info,4282,LOW
Jet Airways,21-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,22-05-2019 9:20,22-5-2019,9:20 AM,0,13,20,1,No info,14781,MEDIUM
Multiple carriers,12-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,22:30,12-06-2019,10:30 PM,0,12,45,1,No info,9646,LOW
IndiGo,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,15:00,28-05-2019 1:30,28-5-2019,1:30 AM,0,10,30,1,No info,6628,LOW
Vistara,18-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:00,9:40,18-06-2019,9:40 AM,0,2,40,0,No info,4668,LOW
Multiple carriers,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:00,07-03-2019 1:35,7-3-2019,1:35 AM,0,7,35,1,No info,16863,HIGH
Multiple carriers,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,19:00,09-06-2019,7:00 PM,0,12,0,1,No info,12192,MEDIUM
Jet Airways,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,2:15,22-03-2019 4:25,22-3-2019,4:25 AM,1,26,10,1,No info,12719,MEDIUM
Jet Airways,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,21:50,22-05-2019 12:35,22-5-2019,12:35 PM,0,14,45,1,In-flight meal not included,12898,MEDIUM
Jet Airways,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:45,04-06-2019 19:00,4-6-2019,7:00 PM,0,23,15,1,In-flight meal not included,10262,MEDIUM
SpiceJet,24-05-2019,Kolkata,Banglore,CCU?IXB?BLR,IXB,NoSTOP,NoSTOP,NoSTOP,15:55,21:25,24-05-2019,9:25 PM,0,5,30,1,No info,7804,LOW
IndiGo,18-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,4:40,7:15,18-04-2019,7:15 AM,0,2,35,0,No info,4174,LOW
IndiGo,27-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:05,21:40,27-06-2019,9:40 PM,0,1,35,0,No info,2227,LOW
Jet Airways,18-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,22:50,16-03-2019 9:00,16-3-2019,9:00 AM,0,10,10,1,In-flight meal not included,11087,MEDIUM
Multiple carriers,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,18:50,21-03-2019,6:50 PM,0,10,50,1,No info,11667,MEDIUM
Air India,06-03-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:05,21:10,06-03-2019,9:10 PM,0,3,5,0,No info,7931,LOW
IndiGo,12-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:05,13-06-2019 0:25,13-6-2019,12:25 AM,0,2,20,0,No info,5277,LOW
Jet Airways,12-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,18:15,12-06-2019,6:15 PM,0,11,45,1,No info,13626,MEDIUM
Jet Airways,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,19-05-2019 4:25,19-5-2019,4:25 AM,0,10,10,1,In-flight meal not included,12373,MEDIUM
Jet Airways,24-03-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,18:10,24-03-2019,6:10 PM,0,11,40,1,In-flight meal not included,10031,MEDIUM
Jet Airways,12-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,13-05-2019 20:45,13-5-2019,8:45 PM,1,28,15,1,In-flight meal not included,10844,MEDIUM
GoAir,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:35,19:35,09-05-2019,7:35 PM,0,9,0,1,No info,6591,LOW
Jet Airways,01-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,02-04-2019 19:00,2-4-2019,7:00 PM,0,24,45,1,In-flight meal not included,5406,LOW
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,21:10,16-05-2019 16:20,16-5-2019,4:20 PM,0,19,10,1,In-flight meal not included,10844,MEDIUM
SpiceJet,27-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:45,28-05-2019 0:15,28-5-2019,12:15 AM,0,1,30,0,No info,2017,LOW
Jet Airways,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,10-05-2019 12:35,10-5-2019,12:35 PM,1,26,35,1,In-flight meal not included,12373,MEDIUM
Air India,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,19:15,06-06-2019,7:15 PM,0,12,15,1,No info,8669,LOW
Air Asia,27-03-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,7:55,15:45,27-03-2019,3:45 PM,0,7,50,1,No info,6151,LOW
Multiple carriers,18-05-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,22:30,18-05-2019,10:30 PM,0,12,45,1,No info,10348,MEDIUM
Jet Airways,24-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:55,22:35,24-03-2019,10:35 PM,0,2,40,0,No info,8016,LOW
IndiGo,12-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:30,11:20,12-06-2019,11:20 AM,0,2,50,0,No info,4823,LOW
Air India,21-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:15,16:45,21-05-2019,4:45 PM,0,2,30,0,No info,5510,LOW
Air India,18-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:20,7:40,18-03-2019,7:40 AM,0,1,20,0,No info,3100,LOW
Jet Airways,27-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,28-06-2019 19:00,28-6-2019,7:00 PM,0,24,45,1,In-flight meal not included,10262,MEDIUM
Jet Airways,01-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,19:00,01-06-2019,7:00 PM,0,7,30,1,No info,14714,MEDIUM
Jet Airways,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,19:00,15-06-2019,7:00 PM,0,9,0,1,In-flight meal not included,10262,MEDIUM
Air India,18-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:00,19:50,18-06-2019,7:50 PM,0,2,50,0,No info,6961,LOW
IndiGo,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:30,28-05-2019 1:30,28-5-2019,1:30 AM,0,8,0,1,No info,6206,LOW
Air India,15-03-2019,Banglore,New Delhi,BLR?HYD?VGA?DEL,HYD,VGA,NoSTOP,NoSTOP,8:15,22:55,15-03-2019,10:55 PM,0,14,40,2,No info,7904,LOW
Jet Airways,27-06-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,28-06-2019 12:35,28-6-2019,12:35 PM,0,17,25,2,No info,12819,MEDIUM
Jet Airways,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,21:50,16-06-2019 12:35,16-6-2019,12:35 PM,0,14,45,1,In-flight meal not included,10262,MEDIUM
IndiGo,21-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,1:30,4:15,21-04-2019,4:15 AM,0,2,45,0,No info,4591,LOW
Jet Airways,24-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,9:40,25-06-2019 12:35,25-6-2019,12:35 PM,1,26,55,2,In-flight meal not included,10368,MEDIUM
Multiple carriers,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:05,19:15,09-05-2019,7:15 PM,0,12,10,1,In-flight meal not included,11142,MEDIUM
Air India,06-04-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:10,8:00,06-04-2019,8:00 AM,0,2,50,0,No info,4729,LOW
Multiple carriers,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,10-05-2019 1:30,10-5-2019,1:30 AM,0,12,30,1,No info,9424,LOW
Multiple carriers,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,15:30,06-03-2019,3:30 PM,0,6,30,1,In-flight meal not included,15136,HIGH
Air India,18-05-2019,Delhi,Cochin,DEL?HYD?BOM?COK,HYD,BOM,NoSTOP,NoSTOP,17:15,19-05-2019 7:40,19-5-2019,7:40 AM,0,14,25,2,No info,12199,MEDIUM
Jet Airways,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,13-06-2019 4:25,13-6-2019,4:25 AM,0,16,55,1,In-flight meal not included,10262,MEDIUM
IndiGo,03-04-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:20,17:35,03-04-2019,5:35 PM,0,3,15,0,No info,4729,LOW
SpiceJet,09-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:10,19:40,09-06-2019,7:40 PM,0,2,30,0,No check-in baggage included,3841,LOW
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,19-05-2019 9:20,19-5-2019,9:20 AM,0,14,25,1,No info,14388,MEDIUM
IndiGo,27-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,2:35,4:05,27-06-2019,4:05 AM,0,1,30,0,No info,2754,LOW
Air India,03-03-2019,Banglore,New Delhi,BLR?BOM?NAG?DEL,BOM,NAG,NoSTOP,NoSTOP,8:50,07-03-2019 10:35,7-3-2019,10:35 AM,1,25,45,2,No info,12358,MEDIUM
Air India,15-05-2019,Kolkata,Banglore,CCU?BBI?HYD?BLR,BBI,HYD,NoSTOP,NoSTOP,9:10,16-05-2019 4:40,16-5-2019,4:40 AM,0,19,30,2,No info,6117,LOW
Jet Airways,24-05-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,5:30,25-05-2019 4:25,25-5-2019,4:25 AM,0,22,55,2,No info,15129,HIGH
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,21:10,16-05-2019 8:15,16-5-2019,8:15 AM,0,11,5,1,No info,14388,MEDIUM
Air India,24-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,12:30,25-06-2019 9:25,25-6-2019,9:25 AM,0,20,55,1,No info,7480,LOW
Multiple carriers,27-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,6:00,12:35,27-06-2019,12:35 PM,0,6,35,1,In-flight meal not included,10791,MEDIUM
Jet Airways,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:05,28-03-2019 4:25,28-3-2019,4:25 AM,0,21,20,1,No info,12452,MEDIUM
IndiGo,21-05-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,19:55,23:50,21-05-2019,11:50 PM,0,3,55,1,No info,4226,LOW
Vistara,15-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:00,23:50,15-04-2019,11:50 PM,0,2,50,0,No info,5403,LOW
Multiple carriers,01-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,22:30,01-06-2019,10:30 PM,0,12,45,1,No info,9646,LOW
Air Asia,03-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,4:55,7:45,03-06-2019,7:45 AM,0,2,50,0,No info,4282,LOW
Multiple carriers,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:55,15:30,27-03-2019,3:30 PM,0,6,35,1,No info,7845,LOW
IndiGo,21-03-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:35,21:55,21-03-2019,9:55 PM,0,2,20,0,No info,3384,LOW
IndiGo,06-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:55,21:50,06-05-2019,9:50 PM,0,2,55,0,No info,4823,LOW
IndiGo,15-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:35,21:55,15-06-2019,9:55 PM,0,2,20,0,No info,3597,LOW
Multiple carriers,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,21:00,15-06-2019,9:00 PM,0,12,0,1,No info,13587,MEDIUM
Air Asia,03-03-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,16:45,04-03-2019 7:10,4-3-2019,7:10 AM,0,14,25,1,No info,13474,MEDIUM
IndiGo,21-03-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:20,15:35,21-03-2019,3:35 PM,0,2,15,0,No info,3384,LOW
Jet Airways,27-05-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,5:30,19:00,27-05-2019,7:00 PM,0,13,30,2,No info,15129,HIGH
Jet Airways,21-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,22-05-2019 8:15,22-5-2019,8:15 AM,1,25,45,1,In-flight meal not included,8586,LOW
IndiGo,09-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:30,10-06-2019 2:20,10-6-2019,2:20 AM,0,2,50,0,No info,4591,LOW
Jet Airways,27-06-2019,Delhi,Cochin,DEL?LKO?BOM?COK,LKO,BOM,NoSTOP,NoSTOP,11:45,28-06-2019 12:35,28-6-2019,12:35 PM,0,24,50,2,No info,13882,MEDIUM
Multiple carriers,03-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,04-03-2019 1:35,4-3-2019,1:35 AM,0,12,35,1,No info,18286,HIGH
Air Asia,15-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,7:35,19:25,15-05-2019,7:25 PM,0,11,50,1,No info,5192,LOW
Jet Airways,27-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,9:40,28-06-2019 12:35,28-6-2019,12:35 PM,1,26,55,2,In-flight meal not included,11118,MEDIUM
IndiGo,03-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,6:40,15:30,03-03-2019,3:30 PM,0,8,50,1,No info,14871,MEDIUM
Air India,24-05-2019,Kolkata,Banglore,CCU?DEL?AMD?BLR,DEL,AMD,NoSTOP,NoSTOP,10:00,25-05-2019 5:25,25-5-2019,5:25 AM,0,19,25,2,No info,15107,HIGH
Air India,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,19:15,12-06-2019,7:15 PM,0,12,15,1,No info,8669,LOW
GoAir,01-04-2019,Kolkata,Banglore,CCU?AMD?BLR,AMD,NoSTOP,NoSTOP,NoSTOP,16:40,02-04-2019 0:15,2-4-2019,12:15 AM,0,7,35,1,No info,5171,LOW
Jet Airways,12-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,13-06-2019 12:00,13-6-2019,12:00 PM,0,19,30,1,In-flight meal not included,8529,LOW
Jet Airways,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,23:05,28-03-2019 4:25,28-3-2019,4:25 AM,0,5,20,1,In-flight meal not included,7438,LOW
IndiGo,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:10,10-06-2019 1:30,10-6-2019,1:30 AM,0,8,20,1,No info,6206,LOW
Air India,09-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:00,19:45,09-06-2019,7:45 PM,0,2,45,0,No info,7171,LOW
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,10-06-2019 14:25,10-6-2019,2:25 PM,1,28,50,1,No info,14151,MEDIUM
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,10-06-2019 8:15,10-6-2019,8:15 AM,0,13,20,1,No info,14939,MEDIUM
Jet Airways,01-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,11:40,02-03-2019 11:25,2-3-2019,11:25 AM,0,23,45,1,No info,25735,VERY HIGH
Jet Airways,12-06-2019,Delhi,Cochin,DEL?LKO?BOM?COK,LKO,BOM,NoSTOP,NoSTOP,9:25,13-06-2019 4:25,13-6-2019,4:25 AM,0,19,0,2,No info,13882,MEDIUM
Vistara,18-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:20,19-05-2019 18:50,19-5-2019,6:50 PM,0,22,30,1,No info,9555,LOW
IndiGo,27-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:20,22:55,27-04-2019,10:55 PM,0,2,35,0,No info,4804,LOW
Vistara,15-03-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:05,9:20,15-03-2019,9:20 AM,0,2,15,0,No info,6627,LOW
Jet Airways,12-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,12:00,12-05-2019,12:00 PM,0,5,30,1,In-flight meal not included,8586,LOW
IndiGo,09-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:15,10-05-2019 0:50,10-5-2019,12:50 AM,0,2,35,0,No info,4804,LOW
Air India,01-03-2019,Banglore,New Delhi,BLR?BOM?AMD?DEL,BOM,AMD,NoSTOP,NoSTOP,8:50,02-03-2019 23:55,2-3-2019,11:55 PM,1,39,5,2,No info,17135,HIGH
Jet Airways,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,19:00,09-05-2019,7:00 PM,0,9,0,1,No info,15554,HIGH
IndiGo,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:30,21:00,27-05-2019,9:00 PM,0,12,30,1,No info,6838,LOW
IndiGo,03-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,7:35,12:00,03-03-2019,12:00 PM,0,4,25,1,No info,8258,LOW
GoAir,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:25,19:20,06-03-2019,7:20 PM,0,8,55,1,No info,8213,LOW
Multiple carriers,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,19:00,06-06-2019,7:00 PM,0,12,0,1,No info,12192,MEDIUM
Multiple carriers,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,19:15,03-06-2019,7:15 PM,0,9,15,1,No info,14848,MEDIUM
IndiGo,21-03-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:10,17:45,21-03-2019,5:45 PM,0,2,35,0,No info,4148,LOW
Jet Airways,06-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,07-06-2019 12:00,7-6-2019,12:00 PM,0,16,0,1,In-flight meal not included,10844,MEDIUM
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,19-05-2019 22:35,19-5-2019,10:35 PM,1,27,40,1,In-flight meal not included,10844,MEDIUM
Multiple carriers,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:00,25-06-2019 1:30,25-6-2019,1:30 AM,0,6,30,1,No info,6795,LOW
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,16-05-2019 4:40,16-5-2019,4:40 AM,0,12,10,1,No info,14781,MEDIUM
IndiGo,27-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,7:15,12:30,27-06-2019,12:30 PM,0,5,15,1,No info,6582,LOW
SpiceJet,24-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:30,12:20,24-04-2019,12:20 PM,0,2,50,0,No check-in baggage included,3919,LOW
Multiple carriers,27-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,22:30,27-06-2019,10:30 PM,0,12,45,1,No info,9646,LOW
SpiceJet,01-03-2019,Banglore,New Delhi,BLR?HYD?DEL,HYD,NoSTOP,NoSTOP,NoSTOP,15:35,23:40,01-03-2019,11:40 PM,0,8,5,1,1 Long layover,7744,LOW
Jet Airways,06-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,9:40,07-06-2019 12:35,7-6-2019,12:35 PM,1,26,55,2,In-flight meal not included,11733,MEDIUM
Jet Airways,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,16-06-2019 4:25,16-6-2019,4:25 AM,0,19,25,1,In-flight meal not included,10262,MEDIUM
Jet Airways,12-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,5:45,12:15,12-03-2019,12:15 PM,0,6,30,1,No info,17524,HIGH
SpiceJet,09-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:45,10-03-2019 0:10,10-3-2019,12:10 AM,0,1,25,0,No info,3603,LOW
Multiple carriers,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,19:15,18-05-2019,7:15 PM,0,11,45,1,No info,7564,LOW
Multiple carriers,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:20,21:00,09-06-2019,9:00 PM,0,10,40,1,No info,7005,LOW
IndiGo,03-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:10,04-03-2019 1:35,4-3-2019,1:35 AM,0,16,25,1,No info,14871,MEDIUM
Air Asia,18-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,4:55,7:45,18-04-2019,7:45 AM,0,2,50,0,No info,4282,LOW
Jet Airways,27-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,23:05,28-05-2019 12:35,28-5-2019,12:35 PM,0,13,30,2,No info,15129,HIGH
Air Asia,24-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,16:45,22:25,24-06-2019,10:25 PM,0,5,40,1,No info,6752,LOW
Air India,21-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:05,17:55,21-05-2019,5:55 PM,0,3,50,0,No info,6094,LOW
IndiGo,01-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,16:55,18:25,01-05-2019,6:25 PM,0,1,30,0,No info,3175,LOW
Multiple carriers,27-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:45,19:15,27-06-2019,7:15 PM,0,10,30,1,No info,8266,LOW
GoAir,12-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:55,23:40,12-04-2019,11:40 PM,0,2,45,0,No info,6722,LOW
SpiceJet,24-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:55,9:30,24-06-2019,9:30 AM,0,2,35,0,No info,3873,LOW
Air India,03-04-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:55,15:25,03-04-2019,3:25 PM,0,1,30,0,No info,2575,LOW
